districtid,vaccinateddose1ratio,vaccinateddose2ratio
PY_Karaikal,0.5401104773701192,0.12965108729310465
MH_Pune,0.5406327735526981,0.1880162572242075
MZ_Lunglei,0.5426196198924598,0.19163961642342098
GJ_Porbandar,0.5478188535636751,0.22054867289892033
AR_Lower Dibang Valley,0.5496671597633136,0.14981508875739644
JK_Udhampur,0.5534654089750174,0.14285791507878592
MZ_Champhai,0.5550041751163068,0.20023062547218579
AR_Tawang,0.5571963103027393,0.18424475258618964
MP_Ujjain,0.5596341772763511,0.13464937710885094
KL_Idukki,0.5608255919435442,0.19481160063265685
HR_Faridabad,0.5743725731917361,0.17203808517610056
HR_Ambala,0.5751185359152745,0.22776709354366997
GJ_Ahmedabad,0.5774155921114188,0.16810731575463753
JK_Ramban,0.5795610352715597,0.17084166041034426
JK_Reasi,0.5806614611637064,0.1187954250048464
MZ_Saiha,0.5835012549934598,0.1418142609679358
UT_Nainital,0.5873811681271311,0.1905384949795989
HP_Chamba,0.5880634969561532,0.15884256761963475
LA_Kargil,0.58810244172668,0.21305095098080992
KL_Thiruvananthapuram,0.5926885555852061,0.2253149925774521
AR_West Kameng,0.597353091831751,0.16548536576649553
MP_Harda,0.5977930284942985,0.09766243327811522
CT_Raigarh,0.6029428695354168,0.18112978452245806
JK_Samba,0.6033998331754982,0.20227784432639903
HR_Panchkula,0.6067187725483838,0.22507139764793077
NL_Dimapur,0.6074190031440481,0.1287660601196903
UT_Chamoli,0.6095759757919332,0.2211309865808659
Andaman and Nicobar Islands,0.6116017352416437,0.2556275799369911
HP_Sirmaur,0.6187806097894707,0.14074605316548866
MZ_Serchhip,0.6273465050741488,0.22934536550810786
UT_Dehradun,0.6291700212295205,0.23523569954275786
UT_Uttarkashi,0.6397938719000503,0.21932769035948207
PB_S.A.S. Nagar,0.6477306088306382,0.19675195148336866
UT_Champawat,0.6490903068770028,0.21432862952920878
UP_Pratapgarh,0.6589437320821158,0.12193149030705838
OR_Khordha,0.6630025763065951,0.44888889283657085
TR_Dhalai,0.663080665203712,0.1694656690373582
GJ_Gandhinagar,0.6640294649984588,0.18506229194404467
UT_Rudraprayag,0.6698557483954847,0.19270693604639164
HP_Kullu,0.6753390591066971,0.19963096850215686
KL_Ernakulam,0.6776877078517226,0.2273219984962168
UT_Bageshwar,0.6790971842799868,0.22516525713933927
MP_Bhopal,0.6832666894693978,0.19689624180904666
TN_Chennai,0.6870848157371675,0.2563799676848159
HP_Mandi,0.689201691977311,0.2337691305161051
HP_Shimla,0.690070146558396,0.23239886487880984
UP_Hamirpur,0.6921177391549097,0.1080375048376315
CH_Chandigarh,0.695039082855654,0.23151357240987255
AR_Papum Pare,0.6981984788161271,0.217026385687506
HP_Kangra,0.7038749730973627,0.22019965895733656
DN_Diu,0.7282328993355609,0.26197334562353575
KL_Pathanamthitta,0.7348097396718923,0.3190706289898548
KL_Wayanad,0.7376000097868904,0.25783807589733554
KA_Bengaluru Urban,0.7552710576496451,0.21375836390619352
MZ_Aizawl,0.7573874182194255,0.2536465580339188
HP_Bilaspur,0.7593570987234132,0.2621244331807852
HP_Una,0.7629328457153383,0.2439631370005737
Goa,0.7634725017054668,0.22619048435255684
HP_Hamirpur,0.788459170390177,0.2956672413186504
MP_Indore,0.79639923984427,0.21707927220612708
LA_Leh,0.7996134455040566,0.32322248608478726
LD_Lakshadweep,0.8015448327206738,0.2772478401811611
Sikkim,0.820255266739494,0.2597968806555111
WB_Kolkata,0.8453548317942026,0.30247377295408584
PY_Mahe,0.8474268222689879,0.35067916586952363
HP_Lahaul and Spiti,0.8539475351666456,0.27439488024331515
UP_Gautam Buddha Nagar,0.870072173361689,0.2191084966765062
HP_Kinnaur,0.881123619548032,0.2732967986590744
HP_Solan,0.9716983733112765,0.20822477253928867
DN_Dadra and Nagar Haveli,1.0173286122853926,0.1207562211056446
HR_Gurugram,1.0201719192410093,0.3418192431221739
DN_Daman,1.102948638144508,0.18451350347590925
CT_Bilaspur,1.5084198179895068,0.5037700677564955
