districtid,monthid,dose1,dose2
RJ_Nagaur,7,262185,240560
RJ_Pali,1,16565,0
RJ_Pali,2,51962,12305
RJ_Pali,3,190841,24043
RJ_Pali,4,102868,57014
RJ_Pali,5,105441,8147
RJ_Pali,6,175066,38321
RJ_Pali,7,158424,118581
RJ_Pratapgarh,1,7298,0
RJ_Pratapgarh,2,18673,4895
RJ_Pratapgarh,3,50555,8840
RJ_Pratapgarh,4,29943,13280
RJ_Pratapgarh,5,103969,3816
RJ_Pratapgarh,6,67401,10165
RJ_Pratapgarh,7,105076,38266
RJ_Rajsamand,1,11932,0
RJ_Rajsamand,2,31537,9676
RJ_Rajsamand,3,124539,17547
RJ_Rajsamand,4,39596,31219
RJ_Rajsamand,5,65488,2877
RJ_Rajsamand,6,94229,15377
RJ_Rajsamand,7,112353,38237
RJ_Sawai Madhopur,1,9531,0
RJ_Sawai Madhopur,2,29439,7462
RJ_Sawai Madhopur,3,114987,15080
RJ_Sawai Madhopur,4,45389,27280
RJ_Sawai Madhopur,5,88293,5414
RJ_Sawai Madhopur,6,127047,23302
RJ_Sawai Madhopur,7,127590,62140
RJ_Sikar,1,16235,0
RJ_Sikar,2,75483,12891
RJ_Sikar,3,242831,14499
RJ_Sikar,4,138882,68784
RJ_Sikar,5,186253,13730
RJ_Sikar,6,243466,102970
RJ_Sikar,7,276043,231800
RJ_Sirohi,1,7023,0
RJ_Sirohi,2,23300,5651
RJ_Sirohi,3,111673,5879
RJ_Sirohi,4,25997,23224
RJ_Sirohi,5,63182,5850
RJ_Sirohi,6,93619,41053
RJ_Sirohi,7,104786,60109
RJ_Tonk,1,12362,0
RJ_Tonk,2,30895,9106
RJ_Tonk,3,98997,12156
RJ_Tonk,4,52256,21407
RJ_Tonk,5,106636,13896
RJ_Tonk,6,161438,38305
RJ_Tonk,7,155150,74198
RJ_Udaipur,1,39922,0
RJ_Udaipur,2,58084,27762
RJ_Udaipur,3,285013,36206
RJ_Udaipur,4,104545,57992
RJ_Udaipur,5,246475,21315
RJ_Udaipur,6,203796,86634
RJ_Udaipur,7,259076,140472
Sikkim,1,8042,0
Sikkim,2,31074,7585
Sikkim,3,85416,10244
Sikkim,4,41587,42338
Sikkim,5,60281,253
Sikkim,6,224637,65751
Sikkim,7,49792,32455
TN_Ariyalur,1,2913,4
TN_Ariyalur,2,6810,2010
TN_Ariyalur,3,12514,2777
TN_Ariyalur,4,18102,7188
TN_Ariyalur,5,35222,2256
TN_Ariyalur,6,63342,9060
TN_Ariyalur,7,46965,11172
TN_Chennai,1,27863,58
TN_Chennai,2,182908,18955
TN_Chennai,3,671850,85971
TN_Chennai,4,304673,416757
TN_Chennai,5,671498,67276
TN_Chennai,6,709598,259739
TN_Chennai,7,624309,342573
TN_Coimbatore,1,8148,14
TN_Coimbatore,2,57201,7663
TN_Coimbatore,3,191306,23341
TN_Coimbatore,4,104326,79883
TN_Coimbatore,5,250163,21852
TN_Coimbatore,6,467318,72277
TN_Coimbatore,7,480387,162442
TN_Cuddalore,1,3071,15
TN_Cuddalore,2,22676,2045
TN_Cuddalore,3,62460,7137
TN_Cuddalore,4,40012,36568
TN_Cuddalore,5,80677,9125
TN_Cuddalore,6,176131,21376
TN_Cuddalore,7,193485,38637
TN_Dharmapuri,1,5958,20
TN_Dharmapuri,2,19480,3486
TN_Dharmapuri,3,28240,4173
TN_Dharmapuri,4,24565,17783
TN_Dharmapuri,5,63229,3502
TN_Dharmapuri,6,132727,14820
TN_Dharmapuri,7,145297,24865
TN_Dindigul,1,5164,55
TN_Dindigul,2,25359,3290
TN_Dindigul,3,51716,7986
TN_Dindigul,4,38808,31208
TN_Dindigul,5,85666,7686
TN_Dindigul,6,170910,19707
TN_Dindigul,7,195745,43070
TN_Erode,1,4431,45
TN_Erode,2,16635,1774
TN_Erode,3,63647,7047
TN_Erode,4,41404,34527
TN_Erode,5,106576,6236
TN_Erode,6,244234,26427
TN_Erode,7,241460,53117
TN_Kallakurichi,1,2837,6
TN_Kallakurichi,2,10657,1558
TN_Kallakurichi,3,21502,3745
TN_Kallakurichi,4,15686,11678
TN_Kallakurichi,5,51965,2168
TN_Kallakurichi,6,105848,10063
TN_Kallakurichi,7,106419,16153
TN_Kancheepuram,1,3526,8
TN_Kancheepuram,2,10611,2465
TN_Kancheepuram,3,25572,4109
TN_Kancheepuram,4,20098,13692
TN_Kancheepuram,5,69363,3255
TN_Kancheepuram,6,85287,8471
TN_Kancheepuram,7,92306,14858
TN_Kanyakumari,1,3296,17
TN_Kanyakumari,2,18606,2411
TN_Kanyakumari,3,51732,7056
TN_Kanyakumari,4,25067,29838
TN_Kanyakumari,5,91227,5770
TN_Kanyakumari,6,158476,25593
TN_Kanyakumari,7,202496,45507
TN_Karur,1,4009,19
TN_Karur,2,9739,2356
TN_Karur,3,25573,3661
TN_Karur,4,16134,14277
TN_Karur,5,61175,2667
TN_Karur,6,97279,12073
TN_Karur,7,95419,19032
TN_Krishnagiri,1,6977,4
TN_Krishnagiri,2,33365,4267
TN_Krishnagiri,3,49523,6426
TN_Krishnagiri,4,30773,27256
TN_Krishnagiri,5,104554,7098
TN_Krishnagiri,6,186600,21975
TN_Krishnagiri,7,185587,41489
TN_Madurai,1,9777,59
TN_Madurai,2,36128,5311
TN_Madurai,3,99110,15665
TN_Madurai,4,52915,55219
TN_Madurai,5,152099,10210
TN_Madurai,6,221479,46049
TN_Madurai,7,215623,56327
TN_Nagapattinam,1,1487,7
TN_Nagapattinam,2,12548,903
TN_Nagapattinam,3,20041,3773
TN_Nagapattinam,4,15538,15893
TN_Nagapattinam,5,71137,2104
TN_Nagapattinam,6,136604,11177
TN_Nagapattinam,7,142429,25139
TN_Namakkal,1,4417,47
TN_Namakkal,2,27608,2430
TN_Namakkal,3,65384,5597
TN_Namakkal,4,34348,38472
TN_Namakkal,5,85474,8477
TN_Namakkal,6,156302,21714
TN_Namakkal,7,170085,41404
TN_Nilgiris,1,4519,1
TN_Nilgiris,2,21548,3053
TN_Nilgiris,3,58397,8030
TN_Nilgiris,4,39345,33942
TN_Nilgiris,5,46657,5814
TN_Nilgiris,6,112352,13365
TN_Nilgiris,7,109375,39003
TN_Perambalur,1,2348,2
TN_Perambalur,2,8055,1616
TN_Perambalur,3,12851,1737
TN_Perambalur,4,8005,6774
TN_Perambalur,5,28755,1234
TN_Perambalur,6,63495,7485
TN_Perambalur,7,50178,12423
TN_Pudukkottai,1,2629,13
TN_Pudukkottai,2,12331,1683
TN_Pudukkottai,3,36680,3511
TN_Pudukkottai,4,26303,18829
TN_Pudukkottai,5,69023,3280
TN_Pudukkottai,6,128825,14160
TN_Pudukkottai,7,161713,23102
TN_Ramanathapuram,1,3227,28
TN_Ramanathapuram,2,9983,2213
TN_Ramanathapuram,3,27768,4369
TN_Ramanathapuram,4,25313,11830
TN_Ramanathapuram,5,58126,2924
TN_Ramanathapuram,6,136160,18519
TN_Ramanathapuram,7,135214,24045
TN_Ranipet,1,1246,3
TN_Ranipet,2,8770,601
TN_Ranipet,3,20915,2003
TN_Ranipet,4,16174,10481
TN_Ranipet,5,46255,4071
TN_Ranipet,6,89214,11975
TN_Ranipet,7,69958,15403
TN_Salem,1,15832,5
TN_Salem,2,64375,8709
TN_Salem,3,143904,23066
TN_Salem,4,66480,72445
TN_Salem,5,149432,17179
TN_Salem,6,298583,39635
TN_Salem,7,285471,79740
TN_Sivaganga,1,5884,0
TN_Sivaganga,2,11011,2429
TN_Sivaganga,3,22453,3832
TN_Sivaganga,4,21114,13912
TN_Sivaganga,5,57548,4856
TN_Sivaganga,6,115042,9954
TN_Sivaganga,7,130560,22021
TN_Thanjavur,1,6062,17
TN_Thanjavur,2,25903,4490
TN_Thanjavur,3,51943,10983
TN_Thanjavur,4,35699,29355
TN_Thanjavur,5,89292,5511
TN_Thanjavur,6,197226,19187
TN_Thanjavur,7,183828,33244
TN_Theni,1,2495,19
TN_Theni,2,8420,1718
TN_Theni,3,24334,2826
TN_Theni,4,16105,13429
TN_Theni,5,63498,3509
TN_Theni,6,112391,10540
TN_Theni,7,95230,20498
TN_Thiruvallur,1,5441,19
TN_Thiruvallur,2,29791,3278
TN_Thiruvallur,3,70319,13026
TN_Thiruvallur,4,56463,43954
TN_Thiruvallur,5,138803,6185
TN_Thiruvallur,6,216425,36210
TN_Thiruvallur,7,206802,62885
TN_Thiruvarur,1,1719,5
TN_Thiruvarur,2,7103,1146
TN_Thiruvarur,3,14649,2061
TN_Thiruvarur,4,14406,11658
TN_Thiruvarur,5,65855,2495
TN_Thiruvarur,6,116872,9495
TN_Thiruvarur,7,109587,18653
TN_Thoothukkudi,1,2773,12
TN_Thoothukkudi,2,13304,2168
TN_Thoothukkudi,3,30739,5697
TN_Thoothukkudi,4,22989,18887
TN_Thoothukkudi,5,93355,3912
TN_Thoothukkudi,6,143979,23703
TN_Thoothukkudi,7,127542,26612
TN_Tiruchirappalli,1,6616,23
TN_Tiruchirappalli,2,24378,4056
TN_Tiruchirappalli,3,96130,13304
TN_Tiruchirappalli,4,62341,44727
TN_Tiruchirappalli,5,159340,6800
TN_Tiruchirappalli,6,223878,46115
TN_Tiruchirappalli,7,220585,65652
TN_Tirunelveli,1,2912,20
TN_Tirunelveli,2,11447,1993
TN_Tirunelveli,3,29362,5739
TN_Tirunelveli,4,20597,18483
TN_Tirunelveli,5,82104,5005
TN_Tirunelveli,6,122254,18433
TN_Tirunelveli,7,105511,22693
TN_Tiruppur,1,5227,29
TN_Tiruppur,2,16171,2908
TN_Tiruppur,3,68924,5486
TN_Tiruppur,4,31870,30264
TN_Tiruppur,5,142251,7440
TN_Tiruppur,6,230781,36457
TN_Tiruppur,7,256570,48949
TN_Tiruvannamalai,1,4358,9
TN_Tiruvannamalai,2,15332,2637
TN_Tiruvannamalai,3,29949,5244
TN_Tiruvannamalai,4,25036,18594
TN_Tiruvannamalai,5,87830,6215
TN_Tiruvannamalai,6,183165,14378
TN_Tiruvannamalai,7,262983,29462
TN_Vellore,1,8431,16
TN_Vellore,2,23439,3940
TN_Vellore,3,70406,11857
TN_Vellore,4,37526,28809
TN_Vellore,5,59428,14468
TN_Vellore,6,109499,28840
TN_Vellore,7,96142,33063
TN_Viluppuram,1,5369,15
TN_Viluppuram,2,28205,1971
TN_Viluppuram,3,44595,5025
TN_Viluppuram,4,20699,21802
TN_Viluppuram,5,67966,6799
TN_Viluppuram,6,120886,13899
TN_Viluppuram,7,148377,20904
TN_Virudhunagar,1,5316,12
TN_Virudhunagar,2,29491,2846
TN_Virudhunagar,3,86449,10757
TN_Virudhunagar,4,48656,47823
TN_Virudhunagar,5,93380,3539
TN_Virudhunagar,6,162071,28239
TN_Virudhunagar,7,169927,39259
TR_Dhalai,1,7848,0
TR_Dhalai,2,7342,4823
TR_Dhalai,3,51687,6848
TR_Dhalai,4,21974,33763
TR_Dhalai,5,13302,688
TR_Dhalai,6,106746,8840
TR_Dhalai,7,41898,9135
TR_Gomati,1,5154,25
TR_Gomati,2,7409,3818
TR_Gomati,3,55210,4314
TR_Gomati,4,23094,38232
TR_Gomati,5,25233,790
TR_Gomati,6,114195,19820
TR_Gomati,7,39576,10531
TR_Khowai,1,4248,47
TR_Khowai,2,5526,3853
TR_Khowai,3,34918,4250
TR_Khowai,4,25125,24203
TR_Khowai,5,4254,169
TR_Khowai,6,68938,11333
TR_Khowai,7,46080,15768
TR_North Tripura,1,5205,122
TR_North Tripura,2,6795,4045
TR_North Tripura,3,72141,5635
TR_North Tripura,4,26327,61541
TR_North Tripura,5,4235,433
TR_North Tripura,6,139708,7602
TR_North Tripura,7,19571,9496
TR_Sipahijala,1,7701,0
TR_Sipahijala,2,7970,4930
TR_Sipahijala,3,84275,6145
TR_Sipahijala,4,23139,39969
TR_Sipahijala,5,11088,1590
TR_Sipahijala,6,141051,33018
TR_Sipahijala,7,49701,19486
TR_South Tripura,1,7159,140
TR_South Tripura,2,14060,6958
TR_South Tripura,3,81237,10653
TR_South Tripura,4,25609,66281
TR_South Tripura,5,38789,146
TR_South Tripura,6,112113,5750
TR_South Tripura,7,18369,12194
TR_Unokoti,1,2908,0
TR_Unokoti,2,3318,2083
TR_Unokoti,3,43052,2515
TR_Unokoti,4,14680,20911
TR_Unokoti,5,4316,325
TR_Unokoti,6,69591,12564
TR_Unokoti,7,30925,9794
TR_West Tripura,1,21325,0
TR_West Tripura,2,19016,16732
TR_West Tripura,3,191884,12461
TR_West Tripura,4,73419,122639
TR_West Tripura,5,82886,7174
TR_West Tripura,6,192624,57101
TR_West Tripura,7,78199,67356
Telangana,1,210201,2337
Telangana,2,254667,205766
Telangana,3,1664622,115018
Telangana,4,2320539,740403
Telangana,5,2367616,285999
Telangana,6,3889567,784202
Telangana,7,1366493,2018389
UP_Agra,1,16411,0
UP_Agra,2,30687,11455
UP_Agra,3,143019,23024
UP_Agra,4,78623,47536
UP_Agra,5,262403,9691
UP_Agra,6,306449,56223
UP_Agra,7,327325,81548
UP_Aligarh,1,12188,0
UP_Aligarh,2,22071,9305
UP_Aligarh,3,96113,15665
UP_Aligarh,4,56554,32495
UP_Aligarh,5,180263,11613
UP_Aligarh,6,173789,40668
UP_Aligarh,7,238781,45801
UP_Ambedkar Nagar,1,10016,0
UP_Ambedkar Nagar,2,11618,6521
UP_Ambedkar Nagar,3,58246,6920
UP_Ambedkar Nagar,4,22106,15917
UP_Ambedkar Nagar,5,57738,6662
UP_Ambedkar Nagar,6,159868,25589
UP_Ambedkar Nagar,7,182658,18808
UP_Amethi,1,8517,0
UP_Amethi,2,10308,6788
UP_Amethi,3,75752,10469
UP_Amethi,4,22278,17643
UP_Amethi,5,54741,4946
UP_Amethi,6,125933,16617
UP_Amethi,7,177747,41665
UP_Amroha,1,6943,0
UP_Amroha,2,7139,4214
UP_Amroha,3,48119,5755
UP_Amroha,4,20197,12353
UP_Amroha,5,57178,7010
UP_Amroha,6,117329,17846
UP_Amroha,7,135677,20900
UP_Auraiya,1,6041,0
UP_Auraiya,2,8983,4507
UP_Auraiya,3,35826,9052
UP_Auraiya,4,10923,9819
UP_Auraiya,5,36068,2766
UP_Auraiya,6,81341,14276
UP_Auraiya,7,122956,10735
UP_Ayodhya,1,13419,0
UP_Ayodhya,2,10249,9759
UP_Ayodhya,3,58231,12014
UP_Ayodhya,4,38223,17743
UP_Ayodhya,5,107898,7132
UP_Ayodhya,6,164988,23488
UP_Ayodhya,7,166689,39553
UP_Azamgarh,1,15919,0
UP_Azamgarh,2,19548,11003
UP_Azamgarh,3,109773,12468
UP_Azamgarh,4,38912,23486
UP_Azamgarh,5,184884,10948
UP_Azamgarh,6,302346,49266
UP_Azamgarh,7,358730,54034
UP_Baghpat,1,5634,0
UP_Baghpat,2,8572,4417
UP_Baghpat,3,72351,3994
UP_Baghpat,4,31430,19121
UP_Baghpat,5,102470,5354
UP_Baghpat,6,132850,21275
UP_Baghpat,7,116712,34483
UP_Bahraich,1,11800,0
UP_Bahraich,2,24141,9804
UP_Bahraich,3,147288,14547
UP_Bahraich,4,26950,36230
UP_Bahraich,5,129910,7430
UP_Bahraich,6,309492,28651
UP_Bahraich,7,289144,33641
UP_Ballia,1,8426,0
UP_Ballia,2,14542,6642
UP_Ballia,3,77661,12353
UP_Ballia,4,46871,24790
UP_Ballia,5,55633,8732
UP_Ballia,6,127420,28283
UP_Ballia,7,203155,36843
UP_Balrampur,1,11135,0
UP_Balrampur,2,17136,8892
UP_Balrampur,3,99920,5667
UP_Balrampur,4,38069,27548
UP_Balrampur,5,68455,9830
UP_Balrampur,6,133760,27822
UP_Balrampur,7,181193,30352
UP_Banda,1,6181,0
UP_Banda,2,7948,4499
UP_Banda,3,57707,6809
UP_Banda,4,15130,10040
UP_Banda,5,65359,1833
UP_Banda,6,116239,11468
UP_Banda,7,146349,16183
UP_Barabanki,1,17696,0
UP_Barabanki,2,14942,14372
UP_Barabanki,3,74585,10077
UP_Barabanki,4,28853,19728
UP_Barabanki,5,140691,7686
UP_Barabanki,6,241977,22304
UP_Barabanki,7,240901,25220
UP_Bareilly,1,24462,0
UP_Bareilly,2,23954,17705
UP_Bareilly,3,147743,18487
UP_Bareilly,4,99002,43557
UP_Bareilly,5,228049,21666
UP_Bareilly,6,250921,49673
UP_Bareilly,7,296969,73382
UP_Basti,1,12897,0
UP_Basti,2,12874,8550
UP_Basti,3,103802,11013
UP_Basti,4,26556,17065
UP_Basti,5,117536,2296
UP_Basti,6,189583,30281
UP_Basti,7,203512,31951
UP_Bhadohi,1,4973,0
UP_Bhadohi,2,5907,3518
UP_Bhadohi,3,62819,3042
UP_Bhadohi,4,23537,18679
UP_Bhadohi,5,52230,4503
UP_Bhadohi,6,112580,15466
UP_Bhadohi,7,120171,19590
UP_Bijnor,1,14329,0
UP_Bijnor,2,17433,10005
UP_Bijnor,3,103554,20599
UP_Bijnor,4,38807,25439
UP_Bijnor,5,130493,11171
UP_Bijnor,6,269482,39083
UP_Bijnor,7,289268,46517
UP_Budaun,1,11570,0
UP_Budaun,2,16242,8313
UP_Budaun,3,109114,8505
UP_Budaun,4,36873,20985
UP_Budaun,5,48939,6049
UP_Budaun,6,117974,22214
UP_Budaun,7,194685,30603
UP_Bulandshahr,1,15870,0
UP_Bulandshahr,2,26449,10199
UP_Bulandshahr,3,96680,19031
UP_Bulandshahr,4,52415,36282
UP_Bulandshahr,5,197583,13603
UP_Bulandshahr,6,318542,41340
UP_Bulandshahr,7,316708,45592
UP_Chandauli,1,6118,0
UP_Chandauli,2,11154,4477
UP_Chandauli,3,54933,7094
UP_Chandauli,4,26246,13043
UP_Chandauli,5,49168,3676
UP_Chandauli,6,108391,15227
UP_Chandauli,7,159645,17075
UP_Chitrakoot,1,3383,0
UP_Chitrakoot,2,5059,2048
UP_Chitrakoot,3,28565,3878
UP_Chitrakoot,4,10122,4516
UP_Chitrakoot,5,21124,580
UP_Chitrakoot,6,83812,4824
UP_Chitrakoot,7,108409,8477
UP_Deoria,1,12394,0
UP_Deoria,2,15540,9714
UP_Deoria,3,93917,10857
UP_Deoria,4,39665,25716
UP_Deoria,5,73623,7150
UP_Deoria,6,184752,32363
UP_Deoria,7,210168,48878
UP_Etah,1,6800,0
UP_Etah,2,9870,4625
UP_Etah,3,42056,6316
UP_Etah,4,15481,9352
UP_Etah,5,37235,2014
UP_Etah,6,99739,13307
UP_Etah,7,135879,17897
UP_Etawah,1,9719,0
UP_Etawah,2,11029,6685
UP_Etawah,3,53283,9503
UP_Etawah,4,15453,12589
UP_Etawah,5,43041,4669
UP_Etawah,6,100691,14064
UP_Etawah,7,130574,16349
UP_Farrukhabad,1,6070,0
UP_Farrukhabad,2,11881,3365
UP_Farrukhabad,3,55067,11569
UP_Farrukhabad,4,18980,20591
UP_Farrukhabad,5,42020,4047
UP_Farrukhabad,6,102540,10144
UP_Farrukhabad,7,142755,16265
UP_Fatehpur,1,10814,0
UP_Fatehpur,2,14818,8814
UP_Fatehpur,3,78988,12388
UP_Fatehpur,4,19982,15614
UP_Fatehpur,5,43854,6871
UP_Fatehpur,6,156551,22045
UP_Fatehpur,7,254665,33553
UP_Firozabad,1,8082,0
UP_Firozabad,2,14005,4305
UP_Firozabad,3,73941,10650
UP_Firozabad,4,39789,16228
UP_Firozabad,5,81821,5852
UP_Firozabad,6,113875,18705
UP_Firozabad,7,208985,31384
UP_Gautam Buddha Nagar,1,20178,0
UP_Gautam Buddha Nagar,2,26094,13178
UP_Gautam Buddha Nagar,3,166472,17095
UP_Gautam Buddha Nagar,4,111072,63408
UP_Gautam Buddha Nagar,5,454318,16687
UP_Gautam Buddha Nagar,6,388902,106107
UP_Gautam Buddha Nagar,7,266943,144641
UP_Ghaziabad,1,21032,2
UP_Ghaziabad,2,25698,14869
UP_Ghaziabad,3,172944,18217
UP_Ghaziabad,4,108810,54381
UP_Ghaziabad,5,321048,21425
UP_Ghaziabad,6,351049,100221
UP_Ghaziabad,7,367118,108706
UP_Ghazipur,1,11378,0
UP_Ghazipur,2,19007,8336
UP_Ghazipur,3,79354,10330
UP_Ghazipur,4,31973,24565
UP_Ghazipur,5,137312,8877
UP_Ghazipur,6,241026,31001
UP_Ghazipur,7,322332,32623
UP_Gonda,1,14130,0
UP_Gonda,2,18893,10547
UP_Gonda,3,89136,8770
UP_Gonda,4,48296,21997
UP_Gonda,5,221845,13181
UP_Gonda,6,290301,31678
UP_Gonda,7,315064,43989
UP_Gorakhpur,1,20784,0
UP_Gorakhpur,2,33471,14424
UP_Gorakhpur,3,145992,14978
UP_Gorakhpur,4,100120,46477
UP_Gorakhpur,5,247447,25728
UP_Gorakhpur,6,351247,65272
UP_Gorakhpur,7,339604,88440
UP_Hamirpur,1,5708,0
UP_Hamirpur,2,4493,4611
UP_Hamirpur,3,51824,3871
UP_Hamirpur,4,19200,8761
UP_Hamirpur,5,40865,2802
UP_Hamirpur,6,93727,11448
UP_Hamirpur,7,98936,17639
UP_Hapur,1,6108,0
UP_Hapur,2,7375,4979
UP_Hapur,3,47357,4806
UP_Hapur,4,23258,12847
UP_Hapur,5,56204,4504
UP_Hapur,6,103700,22406
UP_Hapur,7,116416,22283
UP_Hardoi,1,14414,0
UP_Hardoi,2,18042,10439
UP_Hardoi,3,88134,15016
UP_Hardoi,4,26847,18462
UP_Hardoi,5,66121,5834
UP_Hardoi,6,278594,21805
UP_Hardoi,7,345137,31762
UP_Hathras,1,6629,0
UP_Hathras,2,6842,3921
UP_Hathras,3,65097,5715
UP_Hathras,4,20075,14568
UP_Hathras,5,47020,2654
UP_Hathras,6,100816,19300
UP_Hathras,7,140436,22244
UP_Jalaun,1,6639,0
UP_Jalaun,2,9473,4076
UP_Jalaun,3,58641,5742
UP_Jalaun,4,21587,11653
UP_Jalaun,5,74858,1887
UP_Jalaun,6,130066,19509
UP_Jalaun,7,121700,23369
UP_Jaunpur,1,14357,0
UP_Jaunpur,2,22756,11782
UP_Jaunpur,3,144526,8833
UP_Jaunpur,4,56017,47319
UP_Jaunpur,5,75344,10764
UP_Jaunpur,6,279615,44160
UP_Jaunpur,7,366117,60667
UP_Jhansi,1,12577,0
UP_Jhansi,2,14105,8827
UP_Jhansi,3,59570,11244
UP_Jhansi,4,35295,21939
UP_Jhansi,5,121671,2985
UP_Jhansi,6,136753,35619
UP_Jhansi,7,181588,38197
UP_Kannauj,1,6761,0
UP_Kannauj,2,7142,5042
UP_Kannauj,3,39308,6889
UP_Kannauj,4,8934,7601
UP_Kannauj,5,46721,1351
UP_Kannauj,6,134056,10146
UP_Kannauj,7,141478,10104
UP_Kanpur Dehat,1,7339,0
UP_Kanpur Dehat,2,11088,5175
UP_Kanpur Dehat,3,61061,8832
UP_Kanpur Dehat,4,14700,12400
UP_Kanpur Dehat,5,51876,3289
UP_Kanpur Dehat,6,100187,14324
UP_Kanpur Dehat,7,147051,14748
UP_Kanpur Nagar,1,18143,0
UP_Kanpur Nagar,2,28738,10674
UP_Kanpur Nagar,3,173052,25632
UP_Kanpur Nagar,4,124017,52408
UP_Kanpur Nagar,5,264178,27774
UP_Kanpur Nagar,6,240266,76827
UP_Kanpur Nagar,7,282089,97284
UP_Kasganj,1,5563,0
UP_Kasganj,2,6917,4449
UP_Kasganj,3,40638,6241
UP_Kasganj,4,9921,7352
UP_Kasganj,5,24221,2522
UP_Kasganj,6,76933,9325
UP_Kasganj,7,122584,13112
UP_Kaushambi,1,5576,0
UP_Kaushambi,2,9854,4645
UP_Kaushambi,3,43869,5663
UP_Kaushambi,4,11527,9376
UP_Kaushambi,5,30801,2963
UP_Kaushambi,6,84144,11142
UP_Kaushambi,7,110874,20166
UP_Kushinagar,1,11693,0
UP_Kushinagar,2,16413,8477
UP_Kushinagar,3,93968,12876
UP_Kushinagar,4,45448,22370
UP_Kushinagar,5,70441,11800
UP_Kushinagar,6,188482,30376
UP_Kushinagar,7,271670,53062
UP_Lakhimpur Kheri,1,13508,0
UP_Lakhimpur Kheri,2,19422,8751
UP_Lakhimpur Kheri,3,93880,11960
UP_Lakhimpur Kheri,4,22044,16761
UP_Lakhimpur Kheri,5,89697,7905
UP_Lakhimpur Kheri,6,226543,25465
UP_Lakhimpur Kheri,7,272716,25226
UP_Lalitpur,1,4489,0
UP_Lalitpur,2,10029,3502
UP_Lalitpur,3,43036,3120
UP_Lalitpur,4,9350,6544
UP_Lalitpur,5,25873,2609
UP_Lalitpur,6,85734,8091
UP_Lalitpur,7,111372,10489
UP_Lucknow,1,40899,0
UP_Lucknow,2,55276,30108
UP_Lucknow,3,273621,46829
UP_Lucknow,4,144919,100954
UP_Lucknow,5,408117,41041
UP_Lucknow,6,368640,149739
UP_Lucknow,7,422538,179010
UP_Maharajganj,1,10844,0
UP_Maharajganj,2,10636,6772
UP_Maharajganj,3,83718,7341
UP_Maharajganj,4,29161,21364
UP_Maharajganj,5,45474,4268
UP_Maharajganj,6,165889,18044
UP_Maharajganj,7,186940,39219
UP_Mahoba,1,3136,0
UP_Mahoba,2,4825,2430
UP_Mahoba,3,61203,4285
UP_Mahoba,4,15281,9352
UP_Mahoba,5,35751,2198
UP_Mahoba,6,82170,11710
UP_Mahoba,7,100953,18501
UP_Mainpuri,1,9670,0
UP_Mainpuri,2,9730,7143
UP_Mainpuri,3,62594,4311
UP_Mainpuri,4,12746,10350
UP_Mainpuri,5,29842,3640
UP_Mainpuri,6,94245,14347
UP_Mainpuri,7,155416,17422
UP_Mathura,1,11835,0
UP_Mathura,2,22221,8381
UP_Mathura,3,86802,6793
UP_Mathura,4,58650,28376
UP_Mathura,5,156957,16150
UP_Mathura,6,197170,35615
UP_Mathura,7,177861,49676
UP_Mau,1,9115,0
UP_Mau,2,10587,6921
UP_Mau,3,51012,6521
UP_Mau,4,26449,17695
UP_Mau,5,45870,6061
UP_Mau,6,121031,26538
UP_Mau,7,170074,27451
UP_Meerut,1,19509,0
UP_Meerut,2,31251,14130
UP_Meerut,3,172903,18463
UP_Meerut,4,124797,54221
UP_Meerut,5,283932,29974
UP_Meerut,6,270782,95869
UP_Meerut,7,295166,102989
UP_Mirzapur,1,10970,0
UP_Mirzapur,2,19665,8549
UP_Mirzapur,3,82884,7798
UP_Mirzapur,4,35256,24087
UP_Mirzapur,5,133902,5802
UP_Mirzapur,6,207538,26608
UP_Mirzapur,7,210300,33361
UP_Moradabad,1,18684,0
UP_Moradabad,2,16761,13410
UP_Moradabad,3,90907,13240
UP_Moradabad,4,41906,22020
UP_Moradabad,5,167862,7665
UP_Moradabad,6,151886,44869
UP_Moradabad,7,189678,52375
UP_Muzaffarnagar,1,7884,0
UP_Muzaffarnagar,2,19196,5859
UP_Muzaffarnagar,3,94574,11577
UP_Muzaffarnagar,4,35146,27545
UP_Muzaffarnagar,5,115277,10256
UP_Muzaffarnagar,6,209549,35318
UP_Muzaffarnagar,7,215201,33970
UP_Pilibhit,1,8853,0
UP_Pilibhit,2,9012,6321
UP_Pilibhit,3,96724,7262
UP_Pilibhit,4,42295,22599
UP_Pilibhit,5,47363,8133
UP_Pilibhit,6,109410,17080
UP_Pilibhit,7,159296,26834
UP_Pratapgarh,1,11176,0
UP_Pratapgarh,2,13424,7200
UP_Pratapgarh,3,78102,10673
UP_Pratapgarh,4,36100,22290
UP_Pratapgarh,5,58184,13108
UP_Pratapgarh,6,139817,22255
UP_Pratapgarh,7,235060,30292
UP_Prayagraj,1,27502,0
UP_Prayagraj,2,35776,18718
UP_Prayagraj,3,169370,30903
UP_Prayagraj,4,107261,46279
UP_Prayagraj,5,232047,24961
UP_Prayagraj,6,243769,66901
UP_Prayagraj,7,338020,90979
UP_Rae Bareli,1,11133,0
UP_Rae Bareli,2,13014,7784
UP_Rae Bareli,3,85540,7519
UP_Rae Bareli,4,14918,12233
UP_Rae Bareli,5,44663,3728
UP_Rae Bareli,6,126622,22616
